0,5,-25.981560728670566,0.1010,-0.0047,14.4984
1,10,-37.09723949836197,0.1009,0.0000,0.0000
2,10,-40.161193309005576,0.1008,0.0000,0.0000
3,6,-30.564947511274127,0.1010,-0.0021,26.8232
4,7,-32.6514643721913,0.1009,-0.0006,15.9309
5,6,-29.88814362723436,0.1010,0.0029,15.4599
