1,-62.568732093712185,0.1443,0.0404,25.9944,11.60076777621791,34
2,-59.10634411130483,0.1443,0.0493,38.5242,19.0118092872802,19
3,-60.96313471087054,0.1443,-0.0743,35.2520,19.834665554426863,25
4,-57.726405993121396,0.1442,-0.0032,39.9401,16.082831746899977,16
5,-67.52300931513405,0.1442,-0.0001,25.9524,14.650252708059647,37
6,-69.50750692467777,0.1442,0.0301,24.7547,17.943918640563417,40
7,-64.76652280418132,0.1442,0.0571,33.6812,26.762107525052237,30
8,-70.63188889679562,0.1441,-0.0364,20.3721,21.035197216053625,52
9,-49.492496452545716,0.1441,-0.0058,22.4897,20.141323718272155,45
10,-61.017183827050125,0.1441,-0.0211,32.1610,23.105749117587127,31
11,-65.24226063900787,0.1441,0.0064,33.1702,30.25598667017621,31
12,-76.75855193002167,0.1441,-0.0210,18.0307,25.335919754148254,63
13,-64.60775439225606,0.1441,0.0160,21.2736,22.528447537115987,45
14,-27.9013724501851,0.1441,-0.0171,18.9492,17.677962883761804,68
15,-66.68400135419458,0.1442,0.0174,25.0068,14.286091399419657,38
16,-40.526305169882505,0.1443,0.0229,27.0002,19.34595965313382,23
17,-56.52305089153692,0.1443,-0.0370,38.3485,13.451508492438096,17
18,-57.06460479627222,0.1443,-0.0029,25.7979,13.01535746288895,33
19,-47.90236722379197,0.1444,-0.0302,24.0439,17.284237271849094,37
20,-71.16987807873306,0.1445,-0.0046,23.0865,18.411355038289813,45
21,-55.483763645433086,0.1446,-0.0115,14.0721,10.835965315843815,32
22,-37.21323143019836,0.1446,-0.0019,24.2337,22.371357774039467,27
23,-35.46504160200136,0.1447,0.0085,22.6144,15.3229080154483,39
24,-26.220731584491745,0.1447,-0.0412,17.8130,25.148140432264558,30
25,-5.118426641164149,0.1444,-0.0012,10.2652,28.675488328177348,63
26,-34.66041751380838,0.1445,-0.1145,22.2392,24.024923429166797,31
27,-25.45700892839738,0.1446,0.0313,20.0943,21.91827234669573,27
28,-2.0782567086185253,0.1448,-0.0194,19.5727,17.549799968922773,53
29,27.50677464150401,0.1457,-0.0690,21.8209,19.38887262843146,70
30,-36.088179451927594,0.1459,-0.0911,25.7029,19.91994448656738,26
31,17.0583428276246,0.1460,-0.0800,15.1455,25.389935949980657,63
32,130.9507116539123,0.1463,-0.0073,12.9046,22.497962905839913,190
33,-9.102230037483288,0.1464,-0.0401,21.5024,17.79366359978948,50
34,-2.094425236619145,0.1465,-0.0376,20.4395,16.41208568518924,52
35,17.172215542700002,0.1465,-0.1289,16.6032,19.534119910846503,62
36,28.718993818849285,0.1466,-0.0567,19.2856,17.85286499044379,78
37,-6.258927709960908,0.1467,-0.0309,28.3614,13.777534898296212,37
38,-20.544925328279508,0.1468,-0.1317,29.6194,11.831701133085012,35
39,8.794376394323002,0.1470,-0.0778,14.8626,22.60687832517562,62
40,2.083038494185729,0.1471,0.0367,22.1265,18.968454655765868,47
41,2.2308400760904306,0.1473,-0.0844,21.0566,22.912200525883392,49
42,-22.33328912266838,0.1474,-0.0755,22.5437,15.502645209539967,45
43,11.0579471552308,0.1476,-0.1041,22.3970,18.606696963434082,68
44,233.48377735672585,0.1479,-0.0793,27.7434,21.65720536914812,119
46,260.17150526198077,0.1479,0.0090,23.0520,22.22836676112093,158
48,89.61594692343598,0.1479,0.0134,17.4953,18.285530984069137,139
49,46.05747496841663,0.1479,-0.1427,10.5145,15.121158385228492,96
50,236.46171426821442,0.1481,0.0588,31.3735,20.178621085783384,110
52,81.9911113832027,0.1483,-0.0901,17.0749,18.607776815030782,135
